año_registro,provincia_incidente,canton_incidente,delito,tipo_delito
2024,AZUAY,CAMILO PONCE ENRIQUEZ,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,AZUAY,CAMILO PONCE ENRIQUEZ,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,CAMILO PONCE ENRIQUEZ,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,AZUAY,CAMILO PONCE ENRIQUEZ,EXTORSIÓN,
2024,AZUAY,CHORDELEG,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,CHORDELEG,EXTORSIÓN,
2024,AZUAY,CHORDELEG,TRÁFICO ILÍCITO DE MIGRANTES,
2024,AZUAY,CUENCA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,AZUAY,CUENCA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,CUENCA,EXTORSIÓN,
2024,AZUAY,CUENCA,SECUESTRO EXTORSIVO,
2024,AZUAY,CUENCA,TRÁFICO ILÍCITO DE MIGRANTES,
2024,AZUAY,CUENCA,TRATA DE PERSONAS,
2024,AZUAY,GIRON,EXTORSIÓN,
2024,AZUAY,GIRON,TRÁFICO ILÍCITO DE MIGRANTES,
2024,AZUAY,GUACHAPALA,EXTORSIÓN,
2024,AZUAY,GUALACEO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,GUALACEO,EXTORSIÓN,
2024,AZUAY,GUALACEO,LAVADO DE ACTIVOS,
2024,AZUAY,GUALACEO,TRÁFICO ILÍCITO DE MIGRANTES,
2024,AZUAY,NABON,EXTORSIÓN,
2024,AZUAY,OÑA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,PAUTE,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,PAUTE,EXTORSIÓN,
2024,AZUAY,PUCARA,EXTORSIÓN,
2024,AZUAY,SAN FERNANDO,EXTORSIÓN,
2024,AZUAY,SANTA ISABEL,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,SANTA ISABEL,EXTORSIÓN,
2024,AZUAY,SEVILLA DE ORO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,SEVILLA DE ORO,EXTORSIÓN,
2024,AZUAY,SIGSIG,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,AZUAY,SIGSIG,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,AZUAY,SIGSIG,EXTORSIÓN,
2024,AZUAY,SIGSIG,SECUESTRO EXTORSIVO,
2024,AZUAY,SIGSIG,TRÁFICO ILÍCITO DE MIGRANTES,
2024,BOLIVAR,CALUMA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,BOLIVAR,CALUMA,EXTORSIÓN,
2024,BOLIVAR,CHILLANES,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,BOLIVAR,CHILLANES,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,BOLIVAR,CHILLANES,EXTORSIÓN,
2024,BOLIVAR,ECHANDíA,EXTORSIÓN,
2024,BOLIVAR,ECHANDíA,SECUESTRO EXTORSIVO,
2024,BOLIVAR,GUARANDA,EXTORSIÓN,
2024,BOLIVAR,GUARANDA,SECUESTRO EXTORSIVO,
2024,BOLIVAR,LAS NAVES,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,BOLIVAR,LAS NAVES,EXTORSIÓN,
2024,BOLIVAR,LAS NAVES,SECUESTRO EXTORSIVO,
2024,BOLIVAR,SAN JOSE DE CHIMBO,SECUESTRO EXTORSIVO,
2024,BOLIVAR,SAN MIGUEL,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,BOLIVAR,SAN MIGUEL,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,BOLIVAR,SAN MIGUEL,EXTORSIÓN,
2024,BOLIVAR,SAN MIGUEL,SECUESTRO EXTORSIVO,
2024,CANAR,AZOGUES,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CANAR,AZOGUES,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,CANAR,AZOGUES,EXTORSIÓN,
2024,CANAR,AZOGUES,SECUESTRO EXTORSIVO,
2024,CANAR,AZOGUES,TRÁFICO ILÍCITO DE MIGRANTES,
2024,CANAR,BIBLIAN,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CANAR,BIBLIAN,EXTORSIÓN,
2024,CANAR,BIBLIAN,TRÁFICO ILÍCITO DE MIGRANTES,
2024,CANAR,CANAR,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CANAR,CANAR,EXTORSIÓN,
2024,CANAR,CANAR,LAVADO DE ACTIVOS,
2024,CANAR,DELEG,EXTORSIÓN,
2024,CANAR,EL TAMBO,EXTORSIÓN,
2024,CANAR,EL TAMBO,TRÁFICO ILÍCITO DE MIGRANTES,
2024,CANAR,LA TRONCAL,EXTORSIÓN,
2024,CANAR,LA TRONCAL,SECUESTRO EXTORSIVO,
2024,CANAR,LA TRONCAL,TRÁFICO ILÍCITO DE MIGRANTES,
2024,CANAR,SUSCAL,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CANAR,SUSCAL,EXTORSIÓN,
2024,CARCHI,BOLIVAR,EXTORSIÓN,
2024,CARCHI,MIRA,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,CARCHI,MONTUFAR,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,CARCHI,MONTUFAR,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CARCHI,MONTUFAR,EXTORSIÓN,
2024,CARCHI,SAN PEDRO DE HUACA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CARCHI,SAN PEDRO DE HUACA,EXTORSIÓN,
2024,CARCHI,TULCAN,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,CARCHI,TULCAN,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CARCHI,TULCAN,EXTORSIÓN,
2024,CARCHI,TULCAN,LAVADO DE ACTIVOS,
2024,CARCHI,TULCAN,SECUESTRO EXTORSIVO,
2024,CARCHI,TULCAN,TRÁFICO ILÍCITO DE MIGRANTES,
2024,CHIMBORAZO,ALAUSI,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CHIMBORAZO,ALAUSI,EXTORSIÓN,
2024,CHIMBORAZO,ALAUSI,LAVADO DE ACTIVOS,
2024,CHIMBORAZO,CHAMBO,EXTORSIÓN,
2024,CHIMBORAZO,CHUNCHI,EXTORSIÓN,
2024,CHIMBORAZO,CHUNCHI,TRÁFICO ILÍCITO DE MIGRANTES,
2024,CHIMBORAZO,COLTA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CHIMBORAZO,COLTA,EXTORSIÓN,
2024,CHIMBORAZO,CUMANDA,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,CHIMBORAZO,CUMANDA,EXTORSIÓN,
2024,CHIMBORAZO,GUAMOTE,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CHIMBORAZO,GUAMOTE,EXTORSIÓN,
2024,CHIMBORAZO,GUAMOTE,SECUESTRO EXTORSIVO,
2024,CHIMBORAZO,GUANO,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,CHIMBORAZO,GUANO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CHIMBORAZO,GUANO,EXTORSIÓN,
2024,CHIMBORAZO,PALLATANGA,EXTORSIÓN,
2024,CHIMBORAZO,PENIPE,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,CHIMBORAZO,PENIPE,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CHIMBORAZO,PENIPE,EXTORSIÓN,
2024,CHIMBORAZO,RIOBAMBA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,CHIMBORAZO,RIOBAMBA,ENRIQUECIMIENTO ILÍCITO,
2024,CHIMBORAZO,RIOBAMBA,EXTORSIÓN,
2024,CHIMBORAZO,RIOBAMBA,SECUESTRO EXTORSIVO,
2024,CHIMBORAZO,RIOBAMBA,TRÁFICO ILÍCITO DE MIGRANTES,
2024,COTOPAXI,LA MANA,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,COTOPAXI,LA MANA,EXTORSIÓN,
2024,COTOPAXI,LA MANA,SECUESTRO EXTORSIVO,
2024,COTOPAXI,LATACUNGA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,COTOPAXI,LATACUNGA,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,COTOPAXI,LATACUNGA,ENRIQUECIMIENTO ILÍCITO,
2024,COTOPAXI,LATACUNGA,EXTORSIÓN,
2024,COTOPAXI,LATACUNGA,SECUESTRO EXTORSIVO,
2024,COTOPAXI,LATACUNGA,SUSTRACCIÓN DE HIDROCARBUROS,
2024,COTOPAXI,LATACUNGA,TRATA DE PERSONAS,
2024,COTOPAXI,PANGUA,EXTORSIÓN,
2024,COTOPAXI,PUJILI,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,COTOPAXI,PUJILI,EXTORSIÓN,
2024,COTOPAXI,SAN MIGUEL DE SALCEDO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,COTOPAXI,SAN MIGUEL DE SALCEDO,EXTORSIÓN,
2024,COTOPAXI,SAQUISILI,EXTORSIÓN,
2024,COTOPAXI,SAQUISILI,SECUESTRO EXTORSIVO,
2024,EL ORO,ARENILLAS,EXTORSIÓN,
2024,EL ORO,ATAHUALPA,EXTORSIÓN,
2024,EL ORO,BALSAS,EXTORSIÓN,
2024,EL ORO,EL GUABO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,EL ORO,EL GUABO,EXTORSIÓN,
2024,EL ORO,HUAQUILLAS,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,EL ORO,HUAQUILLAS,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,EL ORO,HUAQUILLAS,EXTORSIÓN,
2024,EL ORO,HUAQUILLAS,SECUESTRO EXTORSIVO,
2024,EL ORO,LAS LAJAS,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,EL ORO,LAS LAJAS,EXTORSIÓN,
2024,EL ORO,MACHALA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,EL ORO,MACHALA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,EL ORO,MACHALA,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,EL ORO,MACHALA,EXTORSIÓN,
2024,EL ORO,MACHALA,SECUESTRO EXTORSIVO,
2024,EL ORO,MACHALA,TRÁFICO ILÍCITO DE MIGRANTES,
2024,EL ORO,MACHALA,TRATA DE PERSONAS,
2024,EL ORO,MARCABELI,EXTORSIÓN,
2024,EL ORO,PASAJE,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,EL ORO,PASAJE,EXTORSIÓN,
2024,EL ORO,PINAS,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,EL ORO,PINAS,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,EL ORO,PINAS,EXTORSIÓN,
2024,EL ORO,PORTOVELO,EXTORSIÓN,
2024,EL ORO,SANTA ROSA,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,EL ORO,SANTA ROSA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,EL ORO,SANTA ROSA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,EL ORO,SANTA ROSA,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,EL ORO,SANTA ROSA,EXTORSIÓN,
2024,EL ORO,SANTA ROSA,SECUESTRO EXTORSIVO,
2024,EL ORO,SANTA ROSA,TRATA DE PERSONAS,
2024,EL ORO,ZARUMA,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,EL ORO,ZARUMA,EXTORSIÓN,
2024,ESMERALDAS,ATACAMES,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,ESMERALDAS,ATACAMES,EXTORSIÓN,
2024,ESMERALDAS,ATACAMES,SECUESTRO EXTORSIVO,
2024,ESMERALDAS,ELOY ALFARO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,ESMERALDAS,ELOY ALFARO,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,ESMERALDAS,ELOY ALFARO,EXTORSIÓN,
2024,ESMERALDAS,ESMERALDAS,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,ESMERALDAS,ESMERALDAS,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,ESMERALDAS,ESMERALDAS,EXTORSIÓN,
2024,ESMERALDAS,ESMERALDAS,SECUESTRO EXTORSIVO,
2024,ESMERALDAS,MUISNE,EXTORSIÓN,
2024,ESMERALDAS,MUISNE,SECUESTRO EXTORSIVO,
2024,ESMERALDAS,QUININDE,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,ESMERALDAS,QUININDE,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,ESMERALDAS,QUININDE,EXTORSIÓN,
2024,ESMERALDAS,QUININDE,SECUESTRO EXTORSIVO,
2024,ESMERALDAS,QUININDE,SUSTRACCIÓN DE HIDROCARBUROS,
2024,ESMERALDAS,RIO VERDE,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,ESMERALDAS,RIO VERDE,EXTORSIÓN,
2024,ESMERALDAS,SAN LORENZO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,ESMERALDAS,SAN LORENZO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,ESMERALDAS,SAN LORENZO,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,ESMERALDAS,SAN LORENZO,EXTORSIÓN,
2024,ESMERALDAS,SAN LORENZO,SECUESTRO EXTORSIVO,
2024,GALAPAGOS,ISABELA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,GALAPAGOS,ISABELA,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,GALAPAGOS,SANTA CRUZ,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,GALAPAGOS,SANTA CRUZ,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE HIDROCARBUROS EN LAS PROVINCIAS FRONTERIZAS, PUERTOS MARÍTIMOS O FLUVIALES O MAR TERRITORIAL.",
2024,GALAPAGOS,SANTA CRUZ,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,GALAPAGOS,SANTA CRUZ,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,GALAPAGOS,SANTA CRUZ,EXTORSIÓN,
2024,GUAYAS,ALFREDO BAQUERIZO MORENO ( JUJAN ),EXTORSIÓN,
2024,GUAYAS,ALFREDO BAQUERIZO MORENO ( JUJAN ),SECUESTRO EXTORSIVO,
2024,GUAYAS,BALAO,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,GUAYAS,BALAO,EXTORSIÓN,
2024,GUAYAS,BALZAR,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,GUAYAS,BALZAR,EXTORSIÓN,
2024,GUAYAS,BALZAR,SECUESTRO EXTORSIVO,
2024,GUAYAS,COLIMES,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,GUAYAS,COLIMES,EXTORSIÓN,
2024,GUAYAS,CORONEL MARCELINO MARIDUENA,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,GUAYAS,CORONEL MARCELINO MARIDUENA,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,GUAYAS,CORONEL MARCELINO MARIDUENA,EXTORSIÓN,
2024,GUAYAS,DAULE,ACTIVIDAD ILÍCITA DE RECURSOS MINEROS,
2024,GUAYAS,DAULE,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,GUAYAS,DAULE,DELITOS CONTRA LA FLORA Y FAUNA SILVESTRES,
2024,GUAYAS,DAULE,ENRIQUECIMIENTO ILÍCITO,
2024,GUAYAS,DAULE,EXTORSIÓN,
2024,GUAYAS,DAULE,LAVADO DE ACTIVOS,
2024,GUAYAS,DAULE,SECUESTRO EXTORSIVO,
2024,GUAYAS,DAULE,SUSTRACCIÓN DE HIDROCARBUROS,
2024,GUAYAS,DURAN,"ALMACENAMIENTO, TRANSPORTE, ENVASADO, COMERCIALIZACIÓN O DISTRIBUCIÓN ILEGAL DE PRODUCTOS DERIVADOS DE HIDROCARBUROS, GAS LICUADO DE PETRÓLEO O BIOCOMBUSTIBLES",
2024,GUAYAS,DURAN,EXTORSIÓN,
2024,GUAYAS,DURAN,LAVADO DE ACTIVOS,
